Question No.,L1,L2,L3,L4,Label,Title,Body,Gemini_Pred
7887464,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Profiling Java char[] and Strings,"I am profiling an application and noticed that 52% (195MB) of the memory is being used by
char[]
and 20% by
String
. This is a large project with a lot of dependencies and I've just seen it so I have a couple of related questions to help me get started:
Does
String s = ""some text""
create a char[]?
I've noticed there's hundreds of
String s = new String(""some text"")
with no apparent reason. Is this the culprit?",Intermediate
12625422,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Java inability to use enum as a String argument to an annotation (ex: Jackson),"I am writing Java code that uses
Jackson
for JSON serialization. One annotation that I must use before one my classes is
@JsonTypeName(/*Insert string here*/)
, in order to give an object of this class a unique identifier for serialization. In my current code, we set the String argument by using a global constant from another class. Example:
public class AnnotationValues {
    private static final String id1 = ""1"";
    private static final String id2 = ""2"";
    private static final String id3 = ""3"";
    // And so on...
}
Using this class, our annotation would look like
@JsonTypeName(AnnotationValues.id1)
. I personally do not think that this is a very robust coding style, to use a class of global String constants. This would become annoying once my application needs to handled a larger quantity of JSON messages and thus require many different identifiers. I naturally would solve this problem, in general, by using an
enum
. I would replace the class with:
public enum AnnotationValues {
    ID1(""1""),
    STATS_RESPONSE(""2""),
    SESSION_RESPONSE(""3""),
    /* Add more... */;
    public final String value;
    private AnnotationValues(String value) {
        this.value = value;
    }
}
Using this enum, I want to write
@JsonTypeName(AnnotationsValues.ID1.value)
as my annotation. But this doesn't work. I get this error message:
""The value for annotation attribute JsonTypeName.value must be a constant expression""
. A simple Google/SOF search lead me to
this SOF post
telling me why this was an error; a String value for an annotation parameter must be a constant. Pretty annoying that I can't use an
enum
.
Does anyone else run into this problem? What is the accepted solution for this type of problem? Am I really supposed to use a long list of String constants for my annotations? Is there any way I can salvage using my Enum? Anything else?",Advanced
24614762,Advanced,Advanced,Advanced,Advanced,Advanced,Does Javac&#39;s StringBuilder optimisation do more harm than good?,"Let's say we have some code such as the following:
public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i<10000 ; i++) {
        s += ""really "";
    }
    s += ""long string."";
}
(Yes, I know a far better implementation would use a
StringBuilder
, but bear with me.)
Trivially, we might expect the bytecode produced to be something akin to the following:
public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     25
  12: aload_1       
  13: ldc           #3                  // String really 
  15: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  18: astore_1      
  19: iinc          2, 1
  22: goto          5
  25: aload_1       
  26: ldc           #5                  // String long string.
  28: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  31: astore_1      
  32: return
However, instead the compiler tries to be a bit smarter - rather than using the concat method, it has a baked in optimisation to use
StringBuilder
objects instead, so we get the following:
public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     38
  12: new           #3                  // class java/lang/StringBuilder
  15: dup           
  16: invokespecial #4                  // Method java/lang/StringBuilder.""<init>"":()V
  19: aload_1       
  20: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  23: ldc           #6                  // String really 
  25: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  28: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  31: astore_1      
  32: iinc          2, 1
  35: goto          5
  38: new           #3                  // class java/lang/StringBuilder
  41: dup           
  42: invokespecial #4                  // Method java/lang/StringBuilder.""<init>"":()V
  45: aload_1       
  46: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  49: ldc           #8                  // String long string.
  51: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  54: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  57: astore_1      
  58: return
However, this seems rather counter-productive to me - instead of using one string builder for the entire loop, one is created for each single concatenation operation, making it equivalent to the following:
public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i<10000 ; i++) {
        s = new StringBuilder().append(s).append(""really "").toString();
    }
    s = new StringBuilder().append(s).append(""long string."").toString();
}
So now instead of the original trivial
bad
approach of just creating lots of string objects and throwing them away, the compiler has produced an
far worse
approach of creating lots of
String
objects, lots of
StringBuilder
objects, calling more methods, and still throwing them all away to generate the same output as without this optimisation.
So the question has to be - why? I understand that in cases like this:
String s = getString1() + getString2() + getString3();
...the compiler will create just one
StringBuilder
object for all three strings, so there are cases where the optimisation is useful. However, examing the bytecode reveals that even separating the above case to the following:
String s = getString1();
s += getString2();
s += getString3();
...means that we're back with the case that three
StringBuilder
objects are individually created. I'd understand if these were odd corner cases, but appending to strings in this way (and in a loop) are really rather common operations.
Surely it would be trivial to determine, at compile time, if a compiler-generated
StringBuilder
only ever appended one value - and if this was the case, use a simple concat operation instead?
This is all with 8u5 (however, it goes back to at least Java 5, probably before.) FWIW, my benchmarks (unsurprisingly) put the manual
concat()
approach 2x3 times faster than using
+=
in a loop with 10,000 elements. Of course, using a manual
StringBuilder
is always the preferable approach, but surely the compiler shouldn't adversely affect the performance of the
+=
approach either?",Advanced
16919501,Basic,Basic,Basic,Basic,Basic,Create a Path from String in Java7,"How can I create a
java.nio.file.Path
object from a
String
object in Java 7?
I.e.
String textPath = ""c:/dir1/dir2/dir3"";
Path path = ?;
where
?
is the missing code that uses
textPath
.",Basic
1911902,Basic,Basic,Basic,Basic,Basic,Check String whether it contains only Latin characters?,"Greetings,
I am developing GWT application where user can enter his details in Japanese.
But the 'userid' and 'password' should only contain English characters(Latin Alphabet).
How to validate Strings for this?",Basic
18766857,Basic,Basic,Basic,Basic,Basic,Counting the occurrence of alphanumeric characters and printing them graphically,"I have a string, and I want to count the occurrence of all letters and numbers and want to create a graph so I can see the occurrence graphically.
So for example:
String sentence = ""ABC ABC ABC 123""

A (3) * * *
B (3) * * *
C (3) * * *
D
.
.
My way of thinking:
Count all numbers and letters in the string
Print all asterisks times this number (unfortunately I can't multiply a String with an int in Java)
I think there are two ways of counting the characters. I can either use the
charAt()
method or
toCharArray()
and loop through the string or array and count the letters.
For example:
aCounter = 0;
bCounter = 0;
char ch = sentence.charAt(i);

for (i = 0; i < sentence.length(); ++i) {
    if (ch == 'a') {
        aCounter++;
    }
    if (ch == 'b') {
        bCounter++;
    }
}
However, I have multiple problems with this approach:
I would have a to make a lot of counter variables -
aCounter
through
zCounter
plus
0counter
through
9counter
I would have to make another for loop to print the asterisks!
I'm not asking for an set answer here, I'm just looking for some good directions, because I'm stuck.",Advanced
13111698,Basic,Basic,Basic,Basic,Basic,"Learning java, cannot find symbol","I'm learning Java and stuck on a self test exercise writing a recursive function that prints a string backwards...
I understand the compiler error but I'm not sure what to do about it.
My code...
class Back {
    void Backwards(String s) {
            if (s.length = 0) { 
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length));
            s = s.substring(0, s.length-1);
            Backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {
            Back b;
            b.Backwards(""A STRING"");
    }
}
Compiler output...
john@fekete:~/javadev$ javac Recur.java 
Recur.java:3: error: cannot find symbol
    if (s.length = 0) { 
         ^
  symbol:   variable length
  location: variable s of type String
Recur.java:7: error: cannot find symbol
    System.out.print(s.charAt(s.length));
                               ^
  symbol:   variable length
  location: variable s of type String
Recur.java:8: error: cannot find symbol
    s = s.substring(0, s.length-1);
                        ^
  symbol:   variable length
  location: variable s of type String
3 errors
Finished code...
class Back {
    static void backwards(String s) {
            if (s.length() == 0) {
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length()-1));
            s = s.substring(0, s.length()-1);
            backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {

            Back.backwards(""A STRING"");
    }
}",Basic
18838781,Basic,Basic,Basic,Basic,Basic,Converting String Array to an Integer Array,"so basically user enters a sequence from an scanner input.
12, 3, 4
, etc.
It can be of any length long and it has to be integers.
I want to convert the string input to an integer array.
so
int[0]
would be
12
,
int[1]
would be
3
, etc.
Any tips and ideas? I was thinking of implementing
if charat(i) == ','
get the previous number(s) and parse them together and apply it to the current available slot in the array. But I'm not quite sure how to code that.",Intermediate
1978933,Basic,Basic,Intermediate,Basic,Basic,A quick and easy way to join array elements with a separator (the opposite of split) in Java,"This question already has answers here
:
Java function for arrays like PHP's join()?
(24 answers)
Closed
8 years ago
.
See
Related .NET question
I'm looking for a quick and easy way to do exactly the opposite of split
so that it will cause
[""a"",""b"",""c""]
to become
""a,b,c""
Iterating through an array requires either adding a condition (if this is not the last element, add the seperator) or using substring to remove the last separator.
I'm sure there is a certified, efficient way to do it (Apache Commons?)
How do you prefer doing it in your projects?",Basic
5843407,Basic,Basic,Basic,Basic,Basic,UTF-8 to String in Java,"I am having a little problem with the UTF-8 charset. I have a UTF-8 encoded file which I want to load and analyze. I am using BufferedReader to read the file line by line.
BufferedReader buffReader = new BufferedReader(new InputStreamReader
(new FileInputStream(file),""UTF-8""));
My problem is that the normals String methods (trim() and equals() for example) in Java are not suitable to use with the line read from the BufferReader in every iteration of the loop that I created to read all the content of the BufferedReader.
For example, in the encoded file, I have
< menu >
which I want my program to treat it as it is, however, for now, it is seen as
?? <  m e n u  >
mixed with some others strange characters.
I want to know if there is a way to remove all the charset codifications and keep just the plain text so I can use all the methods of the String class without complications.
Thank you",Basic
1527856,Intermediate,Basic,Basic,Basic,Basic,How can I iterate through the unicode codepoints of a Java String?,"So I know about
String#codePointAt(int)
, but it's indexed by the
char
offset, not by the codepoint offset.
I'm thinking about trying something like:
using
String#charAt(int)
to get the
char
at an index
testing whether the
char
is in the
high-surrogates range
if so, use
String#codePointAt(int)
to get the codepoint, and increment the index by 2
if not, use the given
char
value as the codepoint,  and increment the index by 1
But my concerns are
I'm not sure whether codepoints which are naturally in the high-surrogates range will be stored as two
char
values or one
this seems like an awful expensive way to iterate through characters
someone must have come up with something better.",Basic
22120747,Advanced,Advanced,Advanced,Advanced,Advanced,Would Java indexOf (brute force method) be more practical for me or some other substring algorithm?,"I'm looking at finding very short substrings (pattern, needle) in many short lines of text (haystack). However, I'm not quite sure which method to use outside the naive, brute force method.
Background: I'm doing a side project for fun where I receive text messaging chat logs of multiple users (anywhere from 2000-15000 lines of text and 2-50 users), and I want to find all the various pattern matches in the chat logs based on predetermined words that I've come up with. So far I have about 1600 patterns that I'm looking for, but I may look for more.
So for example, I want to find the number of food related words that are used in an average text message log such as ""hamburger"", ""pizza"", ""coke"", ""lunch"", ""dinner"", ""restaurant"", ""McDonalds"". While I gave out English examples, I will actually be using Korean for my program. Each of these designated words will have their own respective score, which I put in a hashmap as key and value separately. I then show the top scorers for food related words as well as the most frequent words used by those users for food words.
My current method is to eliminate each line of text by whitespaces, and process each individual word from the haystack by using contains method (which uses the indexOf method and the naive substring search algorithm) of the haystack contains the pattern.
wordFromInput.contains(wordFromPattern);
To give an example, with 17 users in chat, 13000 lines of text, and the 1600 patterns, I've found that this whole program took 12-13 seconds with this method. And on the Android app that I'm developing, it took 2 minutes and 30 seconds to process, which is far too slow.
Originally, I tried to use a hash map and to merely get the pattern instead of searching for it in the ArrayList, but I then realized that is...
not possible with hash table
for what I am trying to do with a substring.
I've looked around through Stackoverflow and found a lot of helpful and related questions, such as these two:
1
and
2
. I'm somewhat more familiar with the various string algorithms (Boyer Moore, KMP, etc.)
I initially thought then that the naive method would of course be the worst type of algorithm for my case, but having found
this question
, I've realized that my case (short pattern, short text), might actually be more effective with the naive method. But I wanted to know if there was something that I was neglecting completely.
Here is a
snippet of my code
though if anyone wants to see my issue more concretely.
While I removed large parts of the code to simplify it, the primary method that I use to actually match substrings is there in the method matchWords().
I know that's really ugly and bad code (5 for loops...), so if there are any suggestions for that, I'm happy to hear it as well.
So to clean it up:
lines of text from chat logs (2000-10,000+), haystack
1600+ patterns, needle(s)
mostly using Korean characters, although some English is included
Brute force naive method is simply too slow, but debating whether there are other alternatives and even if there are, whether they are practical given the nature of short patterns and text.
I just want some input on my thought process, and possibly some general advice. But additionally, I would like some specific suggestion for a particular algorithm or method if that is possible.",Advanced
64620067,Basic,Basic,Basic,Basic,Basic,i tried to declare and initialsie a auxillary string but got these errors,"This question already has answers here
:
Unexpected Type errors
(3 answers)
Closed
3 years ago
.
String b="""";
b.length()=n;
        ^
  required: variable
  found:    value
revstring.java:22: error: unexpected type
b.charAt(i)=str.charAt(n-i-1);
        ^
  required: variable
  found:    value
2 errors",Basic
29948645,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Finding the Number of Times an Expression Occurs in a String Continuously and Non Continuously,"I had a coding interview over the phone and was asked this question:
Given a String (for example):
""aksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc""
and an expression (for example):
""a+b+c-""
where:
+: means the char before it is repeated 2 times
-: means the char before it is repeated 4 times
Find the number of times the given expression appears in the string with the operands occurring non continuously and continuously.
The above expression occurs 4 times:
1) aksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc
        ^^       ^^       ^^^^                    
        aa       bb       cccc
2) aksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc
        ^^       ^^                               ^^^^
        aa       bb                               cccc

3) aksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc
        ^^                                ^^      ^^^^
        aa                                bb      cccc

4) aksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc
                                       ^^ ^^      ^^^^
                                       aa bb      cccc
I had no idea how to do it. I started doing an iterative brute force method with lots of marking of indices but realized how messy and hard that would to code half way through:
import java.util.*;

public class Main {

    public static int count(String expression, String input) {
        int count = 0;
        ArrayList<char[]> list = new ArrayList<char[]>();

        // Create an ArrayList of chars to iterate through the expression and match to string
        for(int i = 1; i<expression.length(); i=i+2) {
            StringBuilder exp = new StringBuilder();
            char curr = expression.charAt(i-1);
            if(expression.charAt(i) == '+') {
                exp.append(curr).append(curr);
                list.add(exp.toString().toCharArray());
            }
            else { // character is '-'
                exp.append(curr).append(curr).append(curr).append(curr);
                list.add(exp.toString().toCharArray());
            }
        }

        char[] inputArray = input.toCharArray();
        int i = 0; // outside pointer
        int j = 0; // inside pointer
        while(i <= inputArray.length) {
            while(j <= inputArray.length) {
                for(int k = 0; k< list.size(); k++) {
                    /* loop through 
                     * all possible combinations in array list
                     * with multiple loops
                     */
                }
                j++;
            }
            i++;
            j=i;
        }
        return count;
    }

    public static void main(String[] args) {
        String expression = ""a+b+c-"";
        String input = ""aaksdbaalaskdhfbblajdfhacccc aoudgalsaa bblisdfhcccc"";
        System.out.println(""The expression occurs: ""+count(expression, input)+"" times"");
    }
}
After spending a lot of time doing it iteratively he mentioned recursion and I still couldn't see a clear way doing it recursively and I wasn't able to solve the question. I am trying to solve it now post-interview and am still not sure how to go about this question. How should I go about solving this problem? Is the solution obvious? I thought this was a really hard question for a coding phone interview.",Intermediate
9406775,Advanced,Intermediate,Advanced,Intermediate,Intermediate,Why does String.hashCode() in Java have many conflicts?,"As it currently stands, this question is not a good fit for our Q&A format. We expect answers to be supported by facts, references, or expertise, but this question will likely solicit debate, arguments, polling, or extended discussion. If you feel that this question can be improved and possibly reopened,
visit the help center
for guidance.
Closed
11 years ago
.
Why does String.hashcode() have so many conflicts?
I'm reading the String.hashCode() in jdk1.6, below is the codes
public int hashCode() {
    int h = hash;
    if (h == 0) {
        int off = offset;
        char val[] = value;
        int len = count;

        for (int i = 0; i < len; i++) {
            h = 31*h + val[off++];
        }
        hash = h;
    }
    return h;
}
This looks quite confusing to me because it has so many conflicts; although it's not required to be unique (we can still rely on the equals()), but less conflicts means better performance without visiting the entries in a linked list.
Suppose we've two characters, then so long as we can find two strings matching below equation, then we will have the same hashcode()
a * 31 +b = c * 31 +d
It will be easy to conclude that
(a-c) * 31 = d-b
take an easy example is make a-c = 1 and d-b = 31;
so i wrote below codes for simple test
public void testHash() {
    System.out.println(""A:"" + (int)'A');
    System.out.println(""B:"" + (int)'B');
    System.out.println(""a:"" + (int)'a');

    System.out.println(""Aa"".hashCode() + "","" + ""BB"".hashCode());
    System.out.println(""Ba"".hashCode() + "","" + ""CB"".hashCode());
    System.out.println(""Ca"".hashCode() + "","" + ""DB"".hashCode());
    System.out.println(""Da"".hashCode() + "","" + ""EB"".hashCode());        
}
it will print below results which means all the strings have the same hashcode(), and it's easy to do it in a loop.
A:65 
B:66
a:97
2112,2112
2143,2143
2174,2174
2205,2205
even worse, suppose we've 4 characters in the string, according to the algorithm, suppose the first 2 characters produce a2, the 2nd 2 characters produce b2; 
the hashcode will still be
a2 * 31^2 + b2
thus, with a2 and b2 equal between 2 strings, we will get more strings with hashcode() conflict.
such examples are ""AaAa"", ""BBBB"" and so on;
then we will have 6 characters, 8 characters......
suppose most of the time we use characters in ascii table in a string which will be used in a hashmap or hashtable, then the choosen prime number 31 here is definitely too small;
one easy fix is to use a larger prime number (luckily, 257 is a prime number) which can avoid this conflict. of course, choose a too big number will cause returned int value to be overflowed if the string is very long, but i assume most of the time the string used as a key is not that big? 
of course, it could still return a long value to avoid this.
below is my modified version of betterhash() which can solve such conflicts easily
by running the codes it will print below values, which is effective to solve this problem.
16802,17028
17059,17285
17316,17542
17573,17799
but why jdk does not fix it? thx.
@Test
public void testBetterhash() {
    System.out.println(betterHash(""Aa"") + "","" + betterHash(""BB""));      
    System.out.println(betterHash(""Ba"") + "","" + betterHash(""CB""));
    System.out.println(betterHash(""Ca"") + "","" + betterHash(""DB""));
    System.out.println(betterHash(""Da"") + "","" + betterHash(""EB""));
}

public static int betterHash(String s) {
    int h = 0;
    int len = s.length();

    for (int i = 0; i < len; i++) {
        h = 257*h + s.charAt(i);
    }
    return h;
}",Intermediate
23419087,Basic,Basic,Basic,Basic,Basic,StringUtils.isBlank() vs String.isEmpty(),"I ran into some code that has the following:
String foo = getvalue(""foo"");
if (StringUtils.isBlank(foo))
    doStuff();
else
    doOtherStuff();
This appears to be functionally equivalent to the following:
String foo = getvalue(""foo"");
if (foo.isEmpty())
    doStuff();
else
    doOtherStuff();
Is a difference between the two (
org.apache.commons.lang3.StringUtils.isBlank
and
java.lang.String.isEmpty
)?",Basic
12132604,Basic,Basic,Basic,Basic,Basic,Correct format string for String.format or similar,"I'm sure I've seen
String.format
used like this before:
String.format(""Some {1}, {2}, {3}"", var1, var2, var3);
Does this ring any bells for anyone? Maybe I'm thinking of C#, is there a way of achieving the same in java?
I know you can do something like:
String.format(""Some %s, %d, %s"", aString, aNumber, aString)
but the syntax I'm after is for the former...",Basic
47395567,Basic,Basic,Basic,Basic,Basic,Java - removing specific characters from text in jeditorpane,"I would appreciate some help modifying a function!
The aims:
Make an array list of specific characters.
Write a method to remove the characters specified in the arraylist from text JEditorpane.
So Far:
Made an arraylist of characters,
Wrote a function to remove the characters.
made a gui that includes jeditorpane
The issue:
The function works, and remove characters that I println to console via a string.
I am struggling to make the function remove the characters from the text document that i open into JEditorpane.
The code in short:
private static ArrayList<Character> special = new  ArrayList<Character>(Arrays.asList('a','b','h'));



    public class removing implements ActionListener {
    public void actionPerformed(ActionEvent e) {
documentpane is the name of my jeditorpane
if I change, document.chatAt, to test.chatAt, (which is printing to console, this works.
Document document = documentpane.getDocument();

        String test = ""hello world?"";
        String outputText = """";

        for (int i = 0; i < document.getLength(); i++) {
            Character c = new Character(document.charAt(i));
            if (!special.contains(c))
                outputText += c;
            else
                outputText += "" "";
        }
        System.out.println(outputText);
Thanks for any help in advance.",Basic
7438612,Basic,Basic,Basic,Basic,Basic,How to remove the last character from a string?,"I want to remove the last character from a string. I've tried doing this:
public String method(String str) {
    if (str.charAt(str.length()-1)=='x'){
        str = str.replace(str.substring(str.length()-1), """");
        return str;
    } else{
        return str;
    }
}
Getting the length of the string - 1 and replacing the last letter with nothing (deleting it), but every time I run the program, it deletes middle letters that are the same as the last letter.
For example, the word is ""admirer""; after I run the method, I get ""admie."" I want it to return the word admire.",Basic
11700598,Basic,Basic,Basic,Basic,Basic,Java String trim has no effect,"Java String trim is not removing a whitespace character for me.
String rank = (some method);
System.out.println(""("" + rank + "")"");
The output is
(1  )
.  Notice the space to the right of the 1.
I have to remove the trailing space from the string
rank
but neither
rank.trim()
nor
rank.replace("" "","""")
removes it.
The string
rank
just remains the same either way.
Edit: Full Code:
:
Document doc = Jsoup.connect(""http://www.4icu.org/ca/"").timeout(1000000).get();
Element table = doc.select(""table"").get(7);
Elements rows = table.select(""tr"");
for (Element row: rows) {
  String rank = row.select(""span"").first().text().trim();
  System.out.println(""(""+rank+"")"");
}
Why can't I remove that space?",Basic
10748440,Intermediate,Basic,Intermediate,Basic,Basic,Recommended method for handling UnsupportedEncodingException from String.getBytes(&quot;UTF-8&quot;),"What is the recommended way to handle an
UnsupportedEncodingException
when calling String.getBytes(""UTF-8"") inside a library method?
If I'm reading
http://docs.oracle.com/javase/6/docs/technotes/guides/intl/encoding.doc.html
correctly, UTF-8 encoding should
always
be available, which leads me to believe there's no reason to pass this exception on to the library's consumer (that is, add a
throws
clause to the method signature). It seems any failure mode that made UTF-8 encoding facilities unavailable would be catastrophic, leading me to write this handler:
try
    {
        ....
        return ""blah"".getBytes(""UTF-8"");
    }
    catch (UnsupportedEncodingException e)
    {
        // we're assuming UTF-8 encoding is always available.
        // see
        // http://docs.oracle.com/javase/6/docs/technotes/guides/intl/encoding.doc.html
        e.printStackTrace();
        return null; //prevent compile-time ""method must return a result"" errors
    }
Is there a failure mode that wouldn't be addressed by this snippet?",Basic
12443540,Basic,Basic,Basic,Basic,Basic,How to parse a string without regular expressions,"I'm currently trying to create a software component that would be able to interprete dynamic strings such as:
%TO_LOWER%(%DELETE_WHITESPACES%(""A SAMPLE TEXT""))
Which would result in this string:
asampletext
I would like to be able to define a set of available functions, with semantical parameters, etc.
I already know (more or less) how to do it using regular expressions.
My questions are:
Is lexing/parsing way better than regexp for such a purpose, or should I just go with regexp and forget about that?
Does such a library already exist in Java?
Do you know any tutorial showing some sample parsing/lexing algorithms?
Thanks!",Basic
1617005,Basic,Basic,Intermediate,Basic,Basic,How to replace string only once without regex in Java?,"I need to replace a dynamic substring withing a larger string, but only once (i.e. first match). The String class provides only
replace()
, which replaces ALL instances of the substring; there is a
replaceFirst()
method but it only takes regexp instead of a regular string. I have two concerns with using regex:
1) my substring is dynamic, so might contain weird characters that mean something else in regex, and I don't want deal with character escaping.
2) this replacement happens very often, and I'm not sure whether using regex will impact performance. I can't compile the regex beforehand since the regex itself is dynamic!
I must be missing something here since this seems to me is a very basic thing... Is there a replaceFirst method taking regular string somewhere else in the java franework?",Advanced
17531362,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Efficiently removing specific characters (some punctuation) from Strings in Java?,"In Java, what is the most efficient way of removing given characters from a String? Currently, I have this code:
private static String processWord(String x) {
    String tmp;

    tmp = x.toLowerCase();
    tmp = tmp.replace("","", """");
    tmp = tmp.replace(""."", """");
    tmp = tmp.replace("";"", """");
    tmp = tmp.replace(""!"", """");
    tmp = tmp.replace(""?"", """");
    tmp = tmp.replace(""("", """");
    tmp = tmp.replace("")"", """");
    tmp = tmp.replace(""{"", """");
    tmp = tmp.replace(""}"", """");
    tmp = tmp.replace(""["", """");
    tmp = tmp.replace(""]"", """");
    tmp = tmp.replace(""<"", """");
    tmp = tmp.replace("">"", """");
    tmp = tmp.replace(""%"", """");

    return tmp;
}
Would it be faster if I used some sort of StringBuilder, or a regex, or maybe something else? Yes, I know: profile it and see, but I hope someone can provide an answer of the top of their head, as this is a common task.",Intermediate
1635659,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Strings are immutable - that means I should never use += and only StringBuffer?,"Strings are immutable, meaning, once they have been created they cannot be changed.
So, does this mean that it would take more memory if you append things with += than if you created a StringBuffer and appended text to that?
If you use +=, you would create a new 'object' each time that has to be saved in the memory, wouldn't you?",Intermediate
20515911,Basic,Basic,Basic,Basic,Basic,Concatenation of Strings and characters,"The following statements,
String string = ""string"";   

string = string +((char)65) + 5;
System.out.println(string);
Produce the output
stringA5
.
The following however,
String string = ""string"";

string += ((char)65) + 5;
System.out.println(string);
Produce
string70
.
Where is the difference?",Basic
5071040,Basic,Basic,Basic,Basic,Basic,Java - Convert integer to string,"This question already has answers here
:
Java int to String - Integer.toString(i) vs new Integer(i).toString()
(11 answers)
How do I convert from int to String?
(21 answers)
Closed
9 years ago
.
Given a number:
int number = 1234;
Which would be the ""best"" way to convert this to a string:
String stringNumber = ""1234"";
I have tried searching (googling) for an answer but no many seemed ""trustworthy"".",Basic
36830001,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Remove duplicate characters in a string in Java,"I started to read the famous ""cracking the Coding Interview"" book.
Design an algorithm and write code to remove the duplicate characters in a string 
  without using any additional buffer. NOTE: One or two additional variables are fine.
  An extra copy of the array is not.
I found a similar topic here :
Remove the duplicate characters in a string
The solution given by the author was that :
public static void removeDuplicates(char[] str) {
  if (str == null) return;
  int len = str.length;
  if (len < 2) return;

  int tail = 1;

  for (int i = 1; i < len; ++i) {
       int j;

       for (j = 0; j < tail; ++j) {
       if (str[i] == str[j]) break;
       }

       if (j == tail) {
       str[tail] = str[i];
       ++tail;
     }
  }
  str[tail] = 0;
 }
The problem here is that the author used an array to be an argument for this function. So my question is : how can you write an algorithms with a STRING as an argument? Because I felt like it's really easier to use an array here and it's like that you ""avoid the difficulty"" of the exercice (in my opinion, I'm a newly Java developer).
How can you write such an algorithm?",Intermediate
10524352,Basic,Basic,Basic,Basic,Basic,Better template language needed,"Closed.
This question does not meet
Stack Overflow guidelines
. It is not currently accepting answers.
Questions asking us to
recommend or find a tool, library or favorite off-site resource
are off-topic for Stack Overflow as they tend to attract opinionated answers and spam. Instead,
describe the problem
and what has been done so far to solve it.
Closed
10 years ago
.
Improve this question
Yes, I know that
this
has
been
asked
before
. But most of the questions were two years ago, and there's got to be a better answer today.
I need a template language for rendering HTML. Requirements:
Must be callable from Java.
Must not be Freemarker, Velocity, or StringTemplate. We've been using Freemarker for a year, and it's too slow. It consumes 50% of our CPU cycles under load. Velocity is worse than Freemarker, and StringTemplate has got its own issues.
It must consume JSON, or its Java equivalent, i.e. Maps, Lists, and primitives.
I'm starting to get Node.js envy. There has been a ton of template activity for Javascript in the last year, but little for Java (that I know of).
The ideal language would look like
Liquid
, which exists only for Rails.
Jade
exists for Java, but I don't want all the HTML reformatting that comes with it.
Update
I eventually settled on
Handlebars
, which is also
available for Java
. Both work great.",Intermediate
785091,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Consistency of hashCode() on a Java string,"The hashCode value of a Java String is computed as (
String.hashCode()
):
s[0]*31^(n-1) + s[1]*31^(n-2) + ... + s[n-1]
Are there any circumstances (say JVM version, vendor, etc.) under which the following expression will evaluate to false?
boolean expression = ""This is a Java string"".hashCode() == 586653468
Update #1:
If you claim that the answer is ""yes, there are such circumstances"" - then please give a concrete example of when ""This is a Java string"".hashCode() != 586653468. Try to be as specific/concrete as possible.
Update #2:
We all know that relying on the implementation details of hashCode() is bad in general. However, I'm talking specifically about String.hashCode() - so please keep the answer focused to String.hashCode(). Object.hashCode() is totally irrelevant in the context of this question.",Intermediate
1086123,Basic,Basic,Basic,Basic,Basic,Is there a method for String conversion to Title Case?,Are there any built in methods available to convert a string into Title Case format?,Basic
