,Pred,Question No.,Question No.,L1,L2,L3,L4,Label,Title,Body,User_Reputation,Bronze_badge,Gold_badge,Silver_badge,Accept_rate,User Id,Accepted Answer ID,View Count,Answer Count,Score,Tags,Interval from first,Interval from accepted,Total count urls and imgs,Processed Body,Code Final,LOC,Question_Length
850,Basic,605696,28250559,Advanced,Advanced,Advanced,Advanced,Advanced,When and Where is the String initialised/stored in Java source code?,"This is the source code I have:
public class Koray {
    public static void main(String [] args) {
            System.out.println(""This is a sample program."");
    } 
}
And when I compile this, I get the bytecode. When I look at the bytecode with a Hexadecimal viewer I see part:
19 54 68 69 73 20 69 73 20 61 20 73 61 6D 70 6C 65 20 70 72 6F 67 72 61 6D 2E
which can be read as
This is a sample program.
if the bytes are interpreted as characters.
And when I do
javap -c Koray.class
do disassemble this class I see:
Compiled from ""Koray.java""
public class Koray {
  public Koray();
    Code:
       0: aload_0       
       1: invokespecial #1                  // Method java/lang/Object.""<init>"":()V
       4: return        

  public static void main(java.lang.String[]);
    Code:
       0: getstatic     #2                  // Field java/lang/System.out:Ljava/io/PrintStream;
       3: ldc           #3                  // String This is a sample program.
       5: invokevirtual #4                  // Method java/io/PrintStream.println:(Ljava/lang/String;)V
       8: bipush        10
      10: istore_1      
      11: return        
}
My question is, where is this String seen in the disassembled text? I only see it in a comment.",23362,326,47,195,89,1173112,28250619,451,3,11,"[""java"", ""string"", ""jvm"", ""bytecode""]",215,401,0,"This is the source code I have: And when I compile this, I get the bytecode. When I look at the bytecode with a Hexadecimal viewer I see part: which can be read as if the bytes are interpreted as characters. And when I do do disassemble this class I see: My question is, where is this String seen in the disassembled text? I only see it in a comment.","public class Koray {
    public static void main(String [] args) {
            System.out.println(""This is a sample program."");
    } 
}
 19 54 68 69 73 20 69 73 20 61 20 73 61 6D 70 6C 65 20 70 72 6F 67 72 61 6D 2E
 This is a sample program. 
 javap -c Koray.class
 Compiled from ""Koray.java""
public class Koray {
  public Koray();
    Code:
       0: aload_0       
       1: invokespecial #1                  // Method java/lang/Object.""&lt;init&gt;"":()V
       4: return        

  public static void main(java.lang.String[]);
    Code:
       0: getstatic     #2                  // Field java/lang/System.out:Ljava/io/PrintStream;
       3: ldc           #3                  // String This is a sample program.
       5: invokevirtual #4                  // Method java/io/PrintStream.println:(Ljava/lang/String;)V
       8: bipush        10
      10: istore_1      
      11: return        
}
",20,53
851,Advanced,600733,12120002,Basic,Basic,Basic,Basic,Basic,Is there any limit for string size in a Java program?,"This question already has answers here
:
Closed
11 years ago
.
Possible Duplicate:
String's Maximum length in Java - calling length() method
I have a string defined as
String xx
Is there any limit for the number of characters that I can assign?
2) I am assigning the user input to this string xx.
70% of the times people give only one word. some times they give a big sentence so want to know is that ok? or is there any better  java practices?",3877,50,14,40,65,1530845,12120022,42627,1,12,"[""java"", ""string"", ""memory""]",224,224,1,This question already has answers here : Closed 11 years ago . Possible Duplicate: String's Maximum length in Java - calling length() method I have a string defined as String xx Is there any limit for the number of characters that I can assign? 2) I am assigning the user input to this string xx. 70% of the times people give only one word. some times they give a big sentence so want to know is that ok? or is there any better java practices?,,0,51
852,Advanced,17461442,60006577,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,What does String intern() method do?,"What is
String Interning
in Java, when I should use it, and
why
?",1317,21,0,9,,10368507,,82,0,2,"[""java"", ""string"", ""string-interning"", ""string-pool""]",-1580483617,-1580483617,0,"What is String Interning in Java, when I should use it, and why ?",,0,13
853,Advanced,14742641,2158627,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Non-Deprecated StringBufferInputStream equivalent,"I'm working with
LogManager.readConfiguration()
which requires an InputStream whose contents I'd like to come from a string.  Is there an equivalent of
StringBufferInputStream
that's not deprecated, such as a
ReaderToInputStreamAdaptor
?",46111,147,20,102,92,103842,2158716,9314,3,14,"[""java"", ""string"", ""inputstream"", ""deprecated""]",143,1141,2,"I'm working with which requires an InputStream whose contents I'd like to come from a string. Is there an equivalent of that's not deprecated, such as a ?","
    LogManager.readConfiguration()
    
    StringBufferInputStream
    
   ReaderToInputStreamAdaptor
  ",3,21
854,Intermediate,32000960,119328,Basic ,Basic ,Basic ,Basic ,Intermediate,"How do I truncate a java string to fit in a given number of bytes, once UTF-8 encoded?","How do I truncate a java
String
so that I know it will fit in a given number of bytes storage once it is UTF-8 encoded?",19974,35,8,39,100,4220,119586,39172,8,49,"[""java"", ""string"", ""unicode"", ""utf-8"", ""truncate""]",260,5226,0,How do I truncate a java so that I know it will fit in a given number of bytes storage once it is UTF-8 encoded?,"
   String
  ",1,9
855,Intermediate,6650650,35993541,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Why does Java&#39;s String.equals() method use two counting variables?,"I was just looking through the implementation of Java's
String
class and the following struck me as odd:
public boolean equals(Object anObject) {
    if (this == anObject) {
        return true;
    }
    if (anObject instanceof String) {
        String anotherString = (String)anObject;
        int n = value.length;
        if (n == anotherString.value.length) {
            char v1[] = value;
            char v2[] = anotherString.value;
            int i = 0;
            while (n-- != 0) {               // Here n is being decremented...
                if (v1[i] != v2[i])
                    return false;
                i++;                         // while i is being incremented
            }
            return true;
        }
    }
    return false;
}
This could easily be implemented with just one counting variable while
n
would be effectively final, like this:
while (i != n) {
    if (v1[i] != v2[i])
        return false;
    i++;
}
Theres also this, which gets rid of the
i
entirely:
while (n-- != 0) {
    if (v1[n] != v2[n])
        return false;
}
Does it have to do with comparison to 0 being (a miniscule bit) cheaper than to another variable or is there any other particular reason as to why it is implemented that way?",3537,48,2,24,92,3000387,35994373,1134,3,21,"[""java"", ""string"", ""traversal""]",2607,2607,0,"I was just looking through the implementation of Java's class and the following struck me as odd: This could easily be implemented with just one counting variable while would be effectively final, like this: Theres also this, which gets rid of the entirely: Does it have to do with comparison to 0 being (a miniscule bit) cheaper than to another variable or is there any other particular reason as to why it is implemented that way?","
   String
   public boolean equals(Object anObject) {
    if (this == anObject) {
        return true;
    }
    if (anObject instanceof String) {
        String anotherString = (String)anObject;
        int n = value.length;
        if (n == anotherString.value.length) {
            char v1[] = value;
            char v2[] = anotherString.value;
            int i = 0;
            while (n-- != 0) {               // Here n is being decremented...
                if (v1[i] != v2[i])
                    return false;
                i++;                         // while i is being incremented
            }
            return true;
        }
    }
    return false;
}
 
   n
   while (i != n) {
    if (v1[i] != v2[i])
        return false;
    i++;
}
 
   i
   while (n-- != 0) {
    if (v1[n] != v2[n])
        return false;
}
",30,59
856,Advanced,93091,6215486,Intermediate,Basic,Basic,Basic,Basic,Efficient way to find Frequency of a character in a String in java :  O(n),"In a recent interview I was asked to write the below program.
Find out the character whose frequency is minimum in the given String ?
So I tried by iterating through the string by using charAt and storing the character as key in a HashMap and the number of occurences as its value.
Now Again I have to iterate on the Map to find the lowest element.
Is there a more efficient way to do it as obviously the above one is too intensive i guess.
Update and Another Solution
After some thought process  and answers I think the best time that this can be is O(n).
In the first iteration we will have to iterate through the String character by character and then store their frequency in an Array at the specific position(character is an int) and same time have two temporary variables which maintain the least count and the corresponding character.So when I go to the next character and store its frequency in arr[char] = arr[char]+1;At the same time I will check if the temp varible has a value greater than this value,if yes then the temp varible will be this value and also the char will be this one.In this way i suppose we dont need a second iteration to find the smallest and also no sorting is required I guess
.... Wat say  ? Or any more solutions",5355,42,8,35,69,745018,,15922,5,12,"[""java"", ""string"", ""character""]",543,-1307022830,0,"In a recent interview I was asked to write the below program. Find out the character whose frequency is minimum in the given String ? So I tried by iterating through the string by using charAt and storing the character as key in a HashMap and the number of occurences as its value. Now Again I have to iterate on the Map to find the lowest element. Is there a more efficient way to do it as obviously the above one is too intensive i guess. Update and Another Solution After some thought process and answers I think the best time that this can be is O(n). In the first iteration we will have to iterate through the String character by character and then store their frequency in an Array at the specific position(character is an int) and same time have two temporary variables which maintain the least count and the corresponding character.So when I go to the next character and store its frequency in arr[char] = arr[char]+1;At the same time I will check if the temp varible has a value greater than this value,if yes then the temp varible will be this value and also the char will be this one.In this way i suppose we dont need a second iteration to find the smallest and also no sorting is required I guess .... Wat say ? Or any more solutions",,0,23
857,Intermediate,32564322,7887464,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Profiling Java char[] and Strings,"I am profiling an application and noticed that 52% (195MB) of the memory is being used by
char[]
and 20% by
String
. This is a large project with a lot of dependencies and I've just seen it so I have a couple of related questions to help me get started:
Does
String s = ""some text""
create a char[]?
I've noticed there's hundreds of
String s = new String(""some text"")
with no apparent reason. Is this the culprit?",13998,82,18,53,93,534994,7887512,521,1,7,"[""java"", ""string"", ""memory-leaks"", ""profiling""]",273,273,0,I am profiling an application and noticed that 52% (195MB) of the memory is being used by and 20% by . This is a large project with a lot of dependencies and I've just seen it so I have a couple of related questions to help me get started: Does create a char[]? I've noticed there's hundreds of with no apparent reason. Is this the culprit?,"
   char[]
   
   String
   
   String s = ""some text""
   
   String s = new String(""some text"")
  ",4,27
858,Basic,7021074,12625422,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Java inability to use enum as a String argument to an annotation (ex: Jackson),"I am writing Java code that uses
Jackson
for JSON serialization. One annotation that I must use before one my classes is
@JsonTypeName(/*Insert string here*/)
, in order to give an object of this class a unique identifier for serialization. In my current code, we set the String argument by using a global constant from another class. Example:
public class AnnotationValues {
    private static final String id1 = ""1"";
    private static final String id2 = ""2"";
    private static final String id3 = ""3"";
    // And so on...
}
Using this class, our annotation would look like
@JsonTypeName(AnnotationValues.id1)
. I personally do not think that this is a very robust coding style, to use a class of global String constants. This would become annoying once my application needs to handled a larger quantity of JSON messages and thus require many different identifiers. I naturally would solve this problem, in general, by using an
enum
. I would replace the class with:
public enum AnnotationValues {
    ID1(""1""),
    STATS_RESPONSE(""2""),
    SESSION_RESPONSE(""3""),
    /* Add more... */;
    public final String value;
    private AnnotationValues(String value) {
        this.value = value;
    }
}
Using this enum, I want to write
@JsonTypeName(AnnotationsValues.ID1.value)
as my annotation. But this doesn't work. I get this error message:
""The value for annotation attribute JsonTypeName.value must be a constant expression""
. A simple Google/SOF search lead me to
this SOF post
telling me why this was an error; a String value for an annotation parameter must be a constant. Pretty annoying that I can't use an
enum
.
Does anyone else run into this problem? What is the accepted solution for this type of problem? Am I really supposed to use a long list of String constants for my annotations? Is there any way I can salvage using my Enum? Anything else?",11546,121,22,71,77,814576,,2540,2,10,"[""java"", ""string"", ""enums"", ""annotations"", ""jackson""]",14951925,-1348761484,2,"I am writing Java code that uses Jackson for JSON serialization. One annotation that I must use before one my classes is , in order to give an object of this class a unique identifier for serialization. In my current code, we set the String argument by using a global constant from another class. Example: Using this class, our annotation would look like . I personally do not think that this is a very robust coding style, to use a class of global String constants. This would become annoying once my application needs to handled a larger quantity of JSON messages and thus require many different identifiers. I naturally would solve this problem, in general, by using an . I would replace the class with: Using this enum, I want to write as my annotation. But this doesn't work. I get this error message: ""The value for annotation attribute JsonTypeName.value must be a constant expression"" . A simple Google/SOF search lead me to this SOF post telling me why this was an error; a String value for an annotation parameter must be a constant. Pretty annoying that I can't use an . Does anyone else run into this problem? What is the accepted solution for this type of problem? Am I really supposed to use a long list of String constants for my annotations? Is there any way I can salvage using my Enum? Anything else?","
   @JsonTypeName(/*Insert string here*/)
   public class AnnotationValues {
    private static final String id1 = ""1"";
    private static final String id2 = ""2"";
    private static final String id3 = ""3"";
    // And so on...
}
 
   @JsonTypeName(AnnotationValues.id1)
   
   enum
   public enum AnnotationValues {
    ID1(""1""),
    STATS_RESPONSE(""2""),
    SESSION_RESPONSE(""3""),
    /* Add more... */;
    public final String value;
    private AnnotationValues(String value) {
        this.value = value;
    }
}
 
   @JsonTypeName(AnnotationsValues.ID1.value)
   
   enum
  ",19,64
859,Basic,8336856,24614762,Advanced,Advanced,Advanced,Advanced,Advanced,Does Javac&#39;s StringBuilder optimisation do more harm than good?,"Let's say we have some code such as the following:
public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i<10000 ; i++) {
        s += ""really "";
    }
    s += ""long string."";
}
(Yes, I know a far better implementation would use a
StringBuilder
, but bear with me.)
Trivially, we might expect the bytecode produced to be something akin to the following:
public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     25
  12: aload_1       
  13: ldc           #3                  // String really 
  15: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  18: astore_1      
  19: iinc          2, 1
  22: goto          5
  25: aload_1       
  26: ldc           #5                  // String long string.
  28: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  31: astore_1      
  32: return
However, instead the compiler tries to be a bit smarter - rather than using the concat method, it has a baked in optimisation to use
StringBuilder
objects instead, so we get the following:
public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     38
  12: new           #3                  // class java/lang/StringBuilder
  15: dup           
  16: invokespecial #4                  // Method java/lang/StringBuilder.""<init>"":()V
  19: aload_1       
  20: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  23: ldc           #6                  // String really 
  25: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  28: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  31: astore_1      
  32: iinc          2, 1
  35: goto          5
  38: new           #3                  // class java/lang/StringBuilder
  41: dup           
  42: invokespecial #4                  // Method java/lang/StringBuilder.""<init>"":()V
  45: aload_1       
  46: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  49: ldc           #8                  // String long string.
  51: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  54: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  57: astore_1      
  58: return
However, this seems rather counter-productive to me - instead of using one string builder for the entire loop, one is created for each single concatenation operation, making it equivalent to the following:
public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i<10000 ; i++) {
        s = new StringBuilder().append(s).append(""really "").toString();
    }
    s = new StringBuilder().append(s).append(""long string."").toString();
}
So now instead of the original trivial
bad
approach of just creating lots of string objects and throwing them away, the compiler has produced an
far worse
approach of creating lots of
String
objects, lots of
StringBuilder
objects, calling more methods, and still throwing them all away to generate the same output as without this optimisation.
So the question has to be - why? I understand that in cases like this:
String s = getString1() + getString2() + getString3();
...the compiler will create just one
StringBuilder
object for all three strings, so there are cases where the optimisation is useful. However, examing the bytecode reveals that even separating the above case to the following:
String s = getString1();
s += getString2();
s += getString3();
...means that we're back with the case that three
StringBuilder
objects are individually created. I'd understand if these were odd corner cases, but appending to strings in this way (and in a loop) are really rather common operations.
Surely it would be trivial to determine, at compile time, if a compiler-generated
StringBuilder
only ever appended one value - and if this was the case, use a simple concat operation instead?
This is all with 8u5 (however, it goes back to at least Java 5, probably before.) FWIW, my benchmarks (unsurprisingly) put the manual
concat()
approach 2x3 times faster than using
+=
in a loop with 10,000 elements. Of course, using a manual
StringBuilder
is always the preferable approach, but surely the compiler shouldn't adversely affect the performance of the
+=
approach either?",71346,221,22,160,95,551406,24615055,554,2,16,"[""java"", ""string"", ""optimization"", ""javac"", ""stringbuilder""]",940,940,0,"Let's say we have some code such as the following: (Yes, I know a far better implementation would use a , but bear with me.) Trivially, we might expect the bytecode produced to be something akin to the following: However, instead the compiler tries to be a bit smarter - rather than using the concat method, it has a baked in optimisation to use objects instead, so we get the following: However, this seems rather counter-productive to me - instead of using one string builder for the entire loop, one is created for each single concatenation operation, making it equivalent to the following: So now instead of the original trivial bad approach of just creating lots of string objects and throwing them away, the compiler has produced an far worse approach of creating lots of objects, lots of objects, calling more methods, and still throwing them all away to generate the same output as without this optimisation. So the question has to be - why? I understand that in cases like this: ...the compiler will create just one object for all three strings, so there are cases where the optimisation is useful. However, examing the bytecode reveals that even separating the above case to the following: ...means that we're back with the case that three objects are individually created. I'd understand if these were odd corner cases, but appending to strings in this way (and in a loop) are really rather common operations. Surely it would be trivial to determine, at compile time, if a compiler-generated only ever appended one value - and if this was the case, use a simple concat operation instead? This is all with 8u5 (however, it goes back to at least Java 5, probably before.) FWIW, my benchmarks (unsurprisingly) put the manual approach 2x3 times faster than using in a loop with 10,000 elements. Of course, using a manual is always the preferable approach, but surely the compiler shouldn't adversely affect the performance of the approach either?","public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i&lt;10000 ; i++) {
        s += ""really "";
    }
    s += ""long string."";
}
 
   StringBuilder
   public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     25
  12: aload_1       
  13: ldc           #3                  // String really 
  15: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  18: astore_1      
  19: iinc          2, 1
  22: goto          5
  25: aload_1       
  26: ldc           #5                  // String long string.
  28: invokevirtual #4                  // Method java/lang/String.concat:(Ljava/lang/String;)Ljava/lang/String;
  31: astore_1      
  32: return
 
   StringBuilder
   public static void main(java.lang.String[]);
Code:
   0: ldc           #2                  // String 
   2: astore_1      
   3: iconst_0      
   4: istore_2      
   5: iload_2       
   6: sipush        10000
   9: if_icmpge     38
  12: new           #3                  // class java/lang/StringBuilder
  15: dup           
  16: invokespecial #4                  // Method java/lang/StringBuilder.""&lt;init&gt;"":()V
  19: aload_1       
  20: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  23: ldc           #6                  // String really 
  25: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  28: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  31: astore_1      
  32: iinc          2, 1
  35: goto          5
  38: new           #3                  // class java/lang/StringBuilder
  41: dup           
  42: invokespecial #4                  // Method java/lang/StringBuilder.""&lt;init&gt;"":()V
  45: aload_1       
  46: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  49: ldc           #8                  // String long string.
  51: invokevirtual #5                  // Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;
  54: invokevirtual #7                  // Method java/lang/StringBuilder.toString:()Ljava/lang/String;
  57: astore_1      
  58: return
 public static void main(String[] args) {
    String s = """";
    for(int i=0 ; i&lt;10000 ; i++) {
        s = new StringBuilder().append(s).append(""really "").toString();
    }
    s = new StringBuilder().append(s).append(""long string."").toString();
}
 
    String
    
    StringBuilder
    String s = getString1() + getString2() + getString3();
 
   StringBuilder
   String s = getString1();
s += getString2();
s += getString3();
 
   StringBuilder
   
   StringBuilder
   
   concat()
   
   +=
   
   StringBuilder
   
   +=
  ",73,163
860,Intermediate,17366882,16919501,Basic,Basic,Basic,Basic,Basic,Create a Path from String in Java7,"How can I create a
java.nio.file.Path
object from a
String
object in Java 7?
I.e.
String textPath = ""c:/dir1/dir2/dir3"";
Path path = ?;
where
?
is the missing code that uses
textPath
.",13306,117,22,74,78,1983997,16919543,399054,4,360,"[""string"", ""path"", ""nio"", ""java-7""]",128,128,1,How can I create a object from a object in Java 7? I.e. where is the missing code that uses .,"
    java.nio.file.Path
    
   String
   String textPath = ""c:/dir1/dir2/dir3"";
Path path = ?;
 
   ?
   
   textPath
  ",5,32
861,Basic,3695230,1911902,Basic,Basic,Basic,Basic,Basic,Check String whether it contains only Latin characters?,"Greetings,
I am developing GWT application where user can enter his details in Japanese.
But the 'userid' and 'password' should only contain English characters(Latin Alphabet).
How to validate Strings for this?",9108,189,28,104,83,180904,1911917,44243,6,17,"[""java"", ""string"", ""validation"", ""gwt""]",571,571,0,"Greetings, I am developing GWT application where user can enter his details in Japanese. But the 'userid' and 'password' should only contain English characters(Latin Alphabet). How to validate Strings for this?",,0,10
862,Intermediate,6775016,18766857,Basic,Basic,Basic,Basic,Basic,Counting the occurrence of alphanumeric characters and printing them graphically,"I have a string, and I want to count the occurrence of all letters and numbers and want to create a graph so I can see the occurrence graphically.
So for example:
String sentence = ""ABC ABC ABC 123""

A (3) * * *
B (3) * * *
C (3) * * *
D
.
.
My way of thinking:
Count all numbers and letters in the string
Print all asterisks times this number (unfortunately I can't multiply a String with an int in Java)
I think there are two ways of counting the characters. I can either use the
charAt()
method or
toCharArray()
and loop through the string or array and count the letters.
For example:
aCounter = 0;
bCounter = 0;
char ch = sentence.charAt(i);

for (i = 0; i < sentence.length(); ++i) {
    if (ch == 'a') {
        aCounter++;
    }
    if (ch == 'b') {
        bCounter++;
    }
}
However, I have multiple problems with this approach:
I would have a to make a lot of counter variables -
aCounter
through
zCounter
plus
0counter
through
9counter
I would have to make another for loop to print the asterisks!
I'm not asking for an set answer here, I'm just looking for some good directions, because I'm stuck.",955,24,1,14,51,1570608,,18583,12,7,"[""java"", ""string""]",185,-1378995679,0,"I have a string, and I want to count the occurrence of all letters and numbers and want to create a graph so I can see the occurrence graphically. So for example: My way of thinking: Count all numbers and letters in the string Print all asterisks times this number (unfortunately I can't multiply a String with an int in Java) I think there are two ways of counting the characters. I can either use the method or and loop through the string or array and count the letters. For example: However, I have multiple problems with this approach: I would have a to make a lot of counter variables - through plus through I would have to make another for loop to print the asterisks! I'm not asking for an set answer here, I'm just looking for some good directions, because I'm stuck.","String sentence = ""ABC ABC ABC 123""

A (3) * * *
B (3) * * *
C (3) * * *
D
.
.
 
   charAt()
   
   toCharArray()
   aCounter = 0;
bCounter = 0;
char ch = sentence.charAt(i);

for (i = 0; i &lt; sentence.length(); ++i) {
    if (ch == 'a') {
        aCounter++;
    }
    if (ch == 'b') {
        bCounter++;
    }
}
 
    aCounter
    
    zCounter
    
    0counter
    
    9counter
   ",24,84
863,Basic,21923361,13111698,Basic,Basic,Basic,Basic,Basic,"Learning java, cannot find symbol","I'm learning Java and stuck on a self test exercise writing a recursive function that prints a string backwards...
I understand the compiler error but I'm not sure what to do about it.
My code...
class Back {
    void Backwards(String s) {
            if (s.length = 0) { 
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length));
            s = s.substring(0, s.length-1);
            Backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {
            Back b;
            b.Backwards(""A STRING"");
    }
}
Compiler output...
john@fekete:~/javadev$ javac Recur.java 
Recur.java:3: error: cannot find symbol
    if (s.length = 0) { 
         ^
  symbol:   variable length
  location: variable s of type String
Recur.java:7: error: cannot find symbol
    System.out.print(s.charAt(s.length));
                               ^
  symbol:   variable length
  location: variable s of type String
Recur.java:8: error: cannot find symbol
    s = s.substring(0, s.length-1);
                        ^
  symbol:   variable length
  location: variable s of type String
3 errors
Finished code...
class Back {
    static void backwards(String s) {
            if (s.length() == 0) {
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length()-1));
            s = s.substring(0, s.length()-1);
            backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {

            Back.backwards(""A STRING"");
    }
}",774,23,3,11,60,753521,13111710,40810,7,9,"[""java"", ""string"", ""recursion""]",94,94,0,I'm learning Java and stuck on a self test exercise writing a recursive function that prints a string backwards... I understand the compiler error but I'm not sure what to do about it. My code... } Compiler output... Finished code...,"class Back {
    void Backwards(String s) {
            if (s.length = 0) { 
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length));
            s = s.substring(0, s.length-1);
            Backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {
            Back b;
            b.Backwards(""A STRING"");
    }
 john@fekete:~/javadev$ javac Recur.java 
Recur.java:3: error: cannot find symbol
    if (s.length = 0) { 
         ^
  symbol:   variable length
  location: variable s of type String
Recur.java:7: error: cannot find symbol
    System.out.print(s.charAt(s.length));
                               ^
  symbol:   variable length
  location: variable s of type String
Recur.java:8: error: cannot find symbol
    s = s.substring(0, s.length-1);
                        ^
  symbol:   variable length
  location: variable s of type String
3 errors
 class Back {
    static void backwards(String s) {
            if (s.length() == 0) {
                    System.out.println();
                    return;
            }
            System.out.print(s.charAt(s.length()-1));
            s = s.substring(0, s.length()-1);
            backwards(s);
    }
}

class RTest {
    public static void main(String args[]) {

            Back.backwards(""A STRING"");
    }
}   
",49,75
864,Intermediate,9007365,18838781,Basic,Basic,Basic,Basic,Basic,Converting String Array to an Integer Array,"so basically user enters a sequence from an scanner input.
12, 3, 4
, etc.
It can be of any length long and it has to be integers.
I want to convert the string input to an integer array.
so
int[0]
would be
12
,
int[1]
would be
3
, etc.
Any tips and ideas? I was thinking of implementing
if charat(i) == ','
get the previous number(s) and parse them together and apply it to the current available slot in the array. But I'm not quite sure how to code that.",831,13,3,9,60,850673,18838815,292670,8,43,"[""java"", ""string"", ""integer"", ""user-input"", ""data-manipulation""]",193,193,0,"so basically user enters a sequence from an scanner input. , etc. It can be of any length long and it has to be integers. I want to convert the string input to an integer array. so would be , would be , etc. Any tips and ideas? I was thinking of implementing get the previous number(s) and parse them together and apply it to the current available slot in the array. But I'm not quite sure how to code that.","
   12, 3, 4
   
   int[0]
   
   12
   
   int[1]
   
   3
   
   if charat(i) == ','
  ",6,38
865,Intermediate,22110707,1978933,Basic,Basic,Intermediate,Basic,Basic,A quick and easy way to join array elements with a separator (the opposite of split) in Java,"This question already has answers here
:
Java function for arrays like PHP's join()?
(24 answers)
Closed
8 years ago
.
See
Related .NET question
I'm looking for a quick and easy way to do exactly the opposite of split
so that it will cause
[""a"",""b"",""c""]
to become
""a,b,c""
Iterating through an array requires either adding a condition (if this is not the last element, add the seperator) or using substring to remove the last separator.
I'm sure there is a certified, efficient way to do it (Apache Commons?)
How do you prefer doing it in your projects?",45215,277,61,185,87,239168,26195047,704622,15,592,"[""java"", ""arrays"", ""string""]",129,150283424,1,"This question already has answers here : Java function for arrays like PHP's join()? (24 answers) Closed 8 years ago . See Related .NET question I'm looking for a quick and easy way to do exactly the opposite of split so that it will cause to become Iterating through an array requires either adding a condition (if this is not the last element, add the seperator) or using substring to remove the last separator. I'm sure there is a certified, efficient way to do it (Apache Commons?) How do you prefer doing it in your projects?","
   [""a"",""b"",""c""]
   
   ""a,b,c""
  ",2,61
866,Intermediate,7935858,3321526,Basic,Basic,Basic,Basic,Basic,Should I use string.isEmpty() or &quot;&quot;.equals(string)?,"I'm usually testing this alongside a
string == null
, so I'm not really concerned about a null-safe test. Which should I use?
String s = /* whatever */;
...
if (s == null || """".equals(s))
{
    // handle some edge case here
}
or
if (s == null || s.isEmpty())
{
    // handle some edge case here
}
On that note - does
isEmpty()
even do anything other than
return this.equals("""");
or
return this.length() == 0;
?",357225,715,101,648,81,139010,3321548,223667,6,176,"[""java"", ""string""]",139,141,0,"I'm usually testing this alongside a , so I'm not really concerned about a null-safe test. Which should I use? or On that note - does even do anything other than or ?","
   string == null
   String s = /* whatever */;
...
if (s == null || """".equals(s))
{
    // handle some edge case here
}
 if (s == null || s.isEmpty())
{
    // handle some edge case here
}
 
   isEmpty()
   
   return this.equals("""");
   
   return this.length() == 0;
  ",12,39
